ID,Result,Score,Moves,Completed
7466,Lost,664,139,3
7467,Lost,654,149,3
7468,Lost,555,147,2
7469,Lost,423,77,0
7470,Lost,533,169,2
7471,Won,27,1281,8
7472,Lost,464,137,1
7473,Lost,656,147,3
7474,Won,115,1193,8
7475,Lost,551,151,2
7476,Won,319,989,8
7477,Won,961,347,8
7478,Lost,506,95,1
7479,Won,779,529,8
7480,Lost,397,103,0
7481,Won,-175,1483,8
7482,Lost,745,159,4
7483,Lost,478,123,1
7484,Won,1083,225,8
7485,Lost,575,127,2
7486,Lost,567,135,2
7487,Lost,399,101,0
7488,Lost,876,331,7
7489,Won,1065,243,8
7490,Won,223,1085,8
7491,Lost,468,133,1
7492,Lost,397,103,0
7493,Lost,484,117,1
7494,Lost,575,127,2
7495,Lost,585,117,2
7496,Won,1087,221,8
7497,Won,441,867,8
7498,Won,243,1065,8
7499,Won,505,803,8
7500,Lost,597,105,2
7501,Won,573,735,8
7502,Lost,419,81,0
7503,Won,1003,305,8
7504,Lost,399,101,0
7505,Lost,500,101,1
7506,Lost,387,113,0
7507,Won,1087,221,8
7508,Lost,597,105,2
7509,Lost,420,181,1
7510,Won,427,881,8
7511,Lost,581,121,2
7512,Lost,571,131,2
7513,Lost,569,133,2
7514,Lost,565,137,2
7515,Lost,630,173,3
7516,Won,943,365,8
7517,Won,351,957,8
7518,Lost,652,151,3
7519,Lost,658,145,3
7520,Lost,695,209,4
7521,Lost,884,323,7
7522,Lost,731,173,4
7523,Lost,395,105,0
7524,Won,1075,233,8
7525,Lost,421,79,0
7526,Lost,427,73,0
7527,Won,1067,241,8
7528,Lost,705,199,4
7529,Won,343,965,8
7530,Won,469,839,8
7531,Lost,612,191,3
7532,Won,703,605,8
7533,Won,303,1005,8
7534,Lost,411,89,0
7535,Won,307,1001,8
7536,Lost,478,123,1
7537,Lost,682,121,3
7538,Lost,480,121,1
7539,Lost,640,163,3
7540,Lost,553,149,2
7541,Won,419,889,8
7542,Lost,551,151,2
7543,Lost,749,155,4
7544,Lost,603,99,2
7545,Won,115,1193,8
7546,Won,1081,227,8
7547,Lost,666,137,3
7548,Won,1081,227,8
7549,Won,-105,1413,8
7550,Lost,397,103,0
7551,Won,393,915,8
7552,Won,559,749,8
7553,Lost,583,119,2
7554,Lost,656,147,3
7555,Won,229,1079,8
7556,Lost,759,145,4
7557,Lost,926,281,7
7558,Lost,367,133,0
7559,Lost,683,221,4
7560,Won,1083,225,8
7561,Won,1059,249,8
7562,Lost,395,105,0
7563,Won,1063,245,8
7564,Won,1071,237,8
7565,Lost,632,171,3
7566,Lost,488,113,1
7567,Won,-951,2259,8
7568,Lost,755,149,4
7569,Won,1063,245,8
7570,Lost,484,319,3
7571,Lost,468,133,1
7572,Lost,620,183,3
7573,Won,473,835,8
7574,Lost,468,133,1
7575,Lost,561,141,2
7576,Lost,-1,1107,6
7577,Lost,800,205,5
7578,Lost,535,369,4
7579,Lost,395,105,0
7580,Lost,593,109,2
7581,Won,983,325,8
7582,Won,-461,1769,8
7583,Won,913,395,8
7584,Lost,373,127,0
7585,Won,1089,219,8
7586,Won,903,405,8
7587,Won,1077,231,8
7588,Lost,775,129,4
7589,Lost,76,1131,7
7590,Lost,567,135,2
7591,Lost,403,97,0
7592,Lost,472,129,1
7593,Won,867,441,8
7594,Lost,581,121,2
7595,Lost,662,141,3
7596,Lost,593,109,2
7597,Lost,757,147,4
7598,Lost,482,119,1
7599,Lost,355,145,0
7600,Won,39,1269,8
7601,Won,515,793,8
7602,Won,245,1063,8
7603,Won,827,481,8
7604,Lost,555,147,2
7605,Lost,668,135,3
7606,Lost,476,125,1
7607,Won,-125,1433,8
7608,Won,-103,1411,8
7609,Won,191,1117,8
7610,Lost,522,79,1
7611,Won,447,861,8
7612,Lost,427,73,0
7613,Lost,387,113,0
7614,Lost,397,103,0
7615,Won,517,791,8
7616,Won,725,583,8
7617,Won,1033,275,8
7618,Won,705,603,8
7619,Won,1047,261,8
7620,Won,623,685,8
7621,Won,-709,2017,8
7622,Won,363,945,8
7623,Won,759,549,8
7624,Lost,658,145,3
7625,Lost,984,223,7
7626,Won,1091,217,8
7627,Won,1071,237,8
7628,Won,685,623,8
7629,Won,1075,233,8
7630,Lost,575,127,2
7631,Lost,630,173,3
7632,Won,959,349,8
7633,Lost,482,119,1
7634,Won,935,373,8
7635,Won,1081,227,8
7636,Won,733,575,8
7637,Lost,490,111,1
7638,Lost,531,171,2
7639,Won,199,1109,8
7640,Lost,162,1045,7
7641,Lost,579,123,2
7642,Lost,912,295,7
7643,Lost,575,127,2
7644,Won,1043,265,8
7645,Won,1071,237,8
7646,Lost,470,131,1
7647,Won,677,631,8
7648,Lost,573,129,2
7649,Won,171,1137,8
7650,Lost,652,151,3
7651,Lost,579,123,2
7652,Won,273,1035,8
7653,Lost,490,111,1
7654,Lost,391,109,0
7655,Won,1057,251,8
7656,Lost,636,167,3
7657,Won,-709,2017,8
7658,Won,245,1063,8
7659,Won,983,325,8
7660,Lost,511,191,2
7661,Won,919,389,8
7662,Won,41,1267,8
7663,Won,459,849,8
7664,Won,507,801,8
7665,Lost,385,115,0
7666,Won,977,331,8
7667,Lost,676,127,3
7668,Won,1049,259,8
7669,Won,1047,261,8
7670,Won,-69,1377,8
7671,Lost,399,101,0
7672,Won,835,473,8
7673,Lost,753,151,4
7674,Won,1067,241,8
7675,Lost,518,83,1
7676,Won,1081,227,8
7677,Won,1081,227,8
7678,Lost,452,149,1
7679,Won,607,701,8
7680,Lost,759,145,4
7681,Lost,658,145,3
7682,Lost,391,109,0
7683,Lost,486,115,1
7684,Won,1039,269,8
7685,Won,175,1133,8
7686,Won,193,1115,8
7687,Lost,411,89,0
7688,Won,1087,221,8
7689,Won,1009,299,8
7690,Lost,385,115,0
7691,Won,1079,229,8
7692,Lost,515,187,2
7693,Lost,437,63,0
7694,Lost,403,97,0
7695,Lost,695,209,4
7696,Lost,570,233,3
7697,Won,915,393,8
7698,Lost,369,131,0
7699,Won,1087,221,8
7700,Lost,603,99,2
7701,Won,985,323,8
7702,Lost,603,99,2
7703,Won,477,831,8
7704,Won,1071,237,8
7705,Won,1023,285,8
7706,Lost,643,261,4
7707,Won,253,1055,8
7708,Won,309,999,8
7709,Won,-825,2133,8
7710,Won,1085,223,8
7711,Won,695,613,8
7712,Lost,690,113,3
7713,Won,581,727,8
7714,Won,391,917,8
7715,Lost,480,121,1
7716,Won,521,787,8
7717,Won,735,573,8
7718,Lost,488,113,1
7719,Won,563,745,8
7720,Won,375,933,8
7721,Won,421,887,8
7722,Lost,480,121,1
7723,Won,369,939,8
7724,Lost,419,81,0
7725,Lost,218,989,7
7726,Won,673,635,8
7727,Lost,462,139,1
7728,Lost,486,115,1
7729,Lost,393,107,0
7730,Won,1015,293,8
7731,Won,-33,1341,8
7732,Won,839,469,8
7733,Won,1085,223,8
7734,Won,1025,283,8
7735,Won,1055,253,8
7736,Lost,500,101,1
7737,Won,927,381,8
7738,Won,1063,245,8
7739,Lost,563,341,4
7740,Won,429,879,8
7741,Won,503,805,8
7742,Won,-617,1925,8
7743,Lost,409,91,0
7744,Won,1059,249,8
7745,Lost,583,119,2
7746,Won,1059,249,8
7747,Won,965,343,8
7748,Lost,-616,1823,7
7749,Lost,561,141,2
7750,Lost,579,123,2
7751,Lost,-98,1305,7
7752,Won,241,1067,8
7753,Won,649,659,8
7754,Lost,470,131,1
7755,Lost,583,119,2
7756,Lost,529,173,2
7757,Won,1085,223,8
7758,Lost,566,237,3
7759,Lost,636,167,3
7760,Lost,542,463,5
7761,Lost,381,119,0
7762,Lost,530,71,1
7763,Lost,563,139,2
7764,Won,617,691,8
7765,Lost,713,191,4
7766,Lost,665,239,4
7767,Lost,397,103,0
7768,Won,547,761,8
7769,Won,81,1227,8
7770,Lost,405,95,0
7771,Won,737,571,8
7772,Lost,417,83,0
7773,Lost,490,111,1
7774,Won,1075,233,8
7775,Lost,383,117,0
7776,Lost,508,93,1
7777,Lost,563,139,2
7778,Lost,419,81,0
7779,Lost,-30,1237,7
7780,Lost,579,123,2
7781,Lost,592,211,3
7782,Lost,494,107,1
7783,Lost,559,143,2
7784,Lost,403,97,0
7785,Lost,587,115,2
7786,Won,655,653,8
7787,Lost,575,127,2
7788,Lost,579,123,2
7789,Lost,421,79,0
7790,Won,971,337,8
7791,Lost,-368,1575,7
7792,Lost,642,161,3
7793,Won,-959,2267,8
7794,Lost,729,175,4
7795,Won,891,417,8
7796,Won,971,337,8
7797,Won,1069,239,8
7798,Lost,587,115,2
7799,Lost,647,257,4
7800,Lost,454,147,1
7801,Won,863,445,8
7802,Lost,662,141,3
7803,Lost,403,97,0
7804,Lost,589,113,2
7805,Lost,587,115,2
7806,Lost,534,269,3
7807,Won,-209,1517,8
7808,Won,1045,263,8
7809,Lost,555,147,2
7810,Lost,434,167,1
7811,Won,269,1039,8
7812,Won,317,991,8
7813,Lost,603,99,2
7814,Won,523,785,8
7815,Won,945,363,8
7816,Won,993,315,8
7817,Lost,417,83,0
7818,Won,1069,239,8
7819,Lost,472,129,1
7820,Lost,705,199,4
7821,Lost,425,75,0
7822,Lost,500,101,1
7823,Won,1073,235,8
7824,Lost,559,143,2
7825,Lost,595,107,2
7826,Won,245,1063,8
7827,Won,407,901,8
7828,Lost,640,163,3
7829,Lost,654,149,3
7830,Won,683,625,8
7831,Lost,486,115,1
7832,Won,1077,231,8
7833,Lost,405,95,0
7834,Won,637,671,8
7835,Won,697,611,8
7836,Lost,385,115,0
7837,Lost,421,79,0
7838,Won,1075,233,8
7839,Won,849,459,8
7840,Lost,413,87,0
7841,Won,591,717,8
7842,Won,573,735,8
7843,Lost,567,135,2
7844,Lost,474,127,1
7845,Won,1045,263,8
7846,Won,-9,1317,8
7847,Won,1059,249,8
7848,Lost,500,101,1
7849,Lost,685,219,4
7850,Won,1057,251,8
7851,Won,1045,263,8
7852,Lost,593,109,2
7853,Won,345,963,8
7854,Won,1083,225,8
7855,Won,621,687,8
7856,Lost,692,111,3
7857,Won,799,509,8
7858,Lost,682,121,3
7859,Won,-313,1621,8
7860,Won,-993,2301,8
7861,Lost,642,161,3
7862,Won,119,1189,8
7863,Lost,583,119,2
7864,Lost,765,139,4
7865,Lost,561,141,2
7866,Lost,519,183,2
7867,Lost,616,187,3
7868,Won,1091,217,8
7869,Lost,590,213,3
7870,Lost,474,127,1
7871,Won,-687,1995,8
7872,Lost,654,149,3
7873,Lost,573,129,2
7874,Won,445,863,8
7875,Won,201,1107,8
7876,Won,983,325,8
7877,Won,629,679,8
7878,Won,541,767,8
7879,Won,-245,1553,8
7880,Won,971,337,8
7881,Lost,496,105,1
7882,Lost,417,83,0
7883,Lost,583,119,2
7884,Won,619,689,8
7885,Won,-215,1523,8
7886,Won,931,377,8
7887,Won,139,1169,8
7888,Lost,409,91,0
7889,Won,1061,247,8
7890,Lost,4,1203,7
7891,Lost,488,113,1
7892,Lost,431,69,0
7893,Won,1057,251,8
7894,Lost,632,171,3
7895,Lost,579,123,2
7896,Won,1059,249,8
7897,Lost,442,159,1
7898,Lost,452,149,1
7899,Lost,660,143,3
7900,Lost,725,179,4
7901,Won,371,937,8
7902,Lost,504,97,1
7903,Won,953,355,8
7904,Lost,670,133,3
7905,Lost,518,83,1
7906,Won,-109,1417,8
7907,Lost,932,275,7
7908,Won,459,849,8
7909,Won,1049,259,8
7910,Won,-259,1567,8
7911,Won,975,333,8
7912,Lost,450,151,1
7913,Won,1081,227,8
7914,Won,717,591,8
7915,Lost,626,177,3
7916,Lost,585,117,2
7917,Won,1005,303,8
7918,Lost,664,139,3
7919,Lost,500,101,1
7920,Won,1023,285,8
7921,Won,-343,1651,8
7922,Lost,385,115,0
7923,Won,1069,239,8
7924,Lost,591,111,2
7925,Won,249,1059,8
7926,Won,213,1095,8
7927,Lost,393,107,0
7928,Won,907,401,8
7929,Won,581,727,8
7930,Lost,603,99,2
7931,Lost,490,111,1
7932,Lost,359,141,0
7933,Lost,470,131,1
7934,Lost,602,201,3
7935,Won,987,321,8
7936,Lost,537,165,2
7937,Won,621,687,8
7938,Lost,604,199,3
7939,Won,583,725,8
7940,Won,805,503,8
7941,Won,657,651,8
7942,Won,409,899,8
7943,Won,1079,229,8
7944,Won,733,575,8
7945,Lost,646,157,3
7946,Lost,476,125,1
7947,Won,1063,245,8
7948,Won,717,591,8
7949,Won,1061,247,8
7950,Lost,640,163,3
7951,Won,1033,275,8
7952,Lost,450,151,1
7953,Won,525,783,8
7954,Won,865,443,8
7955,Won,1017,291,8
7956,Lost,494,107,1
7957,Lost,472,129,1
7958,Won,885,423,8
7959,Lost,494,107,1
7960,Won,807,501,8
7961,Won,1073,235,8
7962,Won,-1267,2575,8
7963,Lost,462,139,1
7964,Won,977,331,8
7965,Lost,488,113,1
7966,Lost,727,177,4
7967,Won,1013,295,8
7968,Lost,559,143,2
7969,Lost,890,317,7
7970,Won,1059,249,8
7971,Lost,490,111,1
7972,Won,1091,217,8
7973,Won,975,333,8
7974,Won,1047,261,8
7975,Lost,569,133,2
7976,Won,41,1267,8
7977,Lost,530,71,1
7978,Lost,504,97,1
7979,Won,727,581,8
7980,Won,725,583,8
7981,Won,1015,293,8
7982,Won,29,1279,8
7983,Won,589,719,8
7984,Won,1069,239,8
7985,Lost,387,113,0
7986,Lost,300,503,3
7987,Lost,488,113,1
7988,Lost,405,95,0
7989,Lost,492,109,1
7990,Won,1069,239,8
7991,Won,1095,213,8
7992,Lost,385,115,0
7993,Lost,622,181,3
7994,Lost,488,113,1
7995,Won,1081,227,8
7996,Won,599,709,8
7997,Lost,577,125,2
7998,Lost,413,87,0
7999,Won,1075,233,8
8000,Lost,474,127,1
8001,Lost,464,137,1
8002,Won,-93,1401,8
8003,Lost,668,135,3
8004,Won,853,455,8
8005,Won,595,713,8
8006,Lost,494,107,1
8007,Won,579,729,8
8008,Lost,542,261,3
8009,Lost,644,159,3
8010,Won,-459,1767,8
8011,Lost,676,127,3
8012,Lost,597,105,2
8013,Won,687,621,8
8014,Lost,498,103,1
8015,Won,717,591,8
8016,Lost,421,79,0
8017,Won,315,993,8
8018,Won,-1,1309,8
8019,Lost,647,257,4
8020,Lost,504,97,1
8021,Lost,433,67,0
8022,Lost,411,89,0
8023,Lost,541,161,2
8024,Won,1045,263,8
8025,Lost,512,89,1
8026,Won,995,313,8
8027,Lost,506,95,1
8028,Lost,606,197,3
8029,Lost,678,125,3
8030,Lost,446,155,1
8031,Won,-739,2047,8
8032,Won,-211,1519,8
8033,Lost,423,77,0
8034,Won,1061,247,8
8035,Won,-389,1697,8
8036,Won,729,579,8
8037,Lost,633,271,4
8038,Won,937,371,8
8039,Won,537,771,8
8040,Lost,928,279,7
8041,Won,1033,275,8
8042,Lost,650,153,3
8043,Lost,524,683,7
8044,Lost,482,119,1
8045,Won,447,861,8
8046,Won,-123,1431,8
8047,Won,1083,225,8
8048,Lost,555,147,2
8049,Won,881,427,8
8050,Won,83,1225,8
8051,Won,1045,263,8
8052,Won,1063,245,8
8053,Won,655,653,8
8054,Won,-215,1523,8
8055,Won,765,543,8
8056,Won,959,349,8
8057,Lost,472,129,1
8058,Lost,644,159,3
8059,Won,1087,221,8
8060,Won,1077,231,8
8061,Lost,658,145,3
8062,Won,1053,255,8
8063,Won,1083,225,8
8064,Lost,478,123,1
8065,Won,215,1093,8
8066,Won,705,603,8
8067,Lost,577,125,2
8068,Won,601,707,8
8069,Lost,583,119,2
8070,Won,409,899,8
8071,Won,1055,253,8
8072,Won,921,387,8
8073,Lost,581,121,2
8074,Won,1041,267,8
8075,Lost,498,103,1
8076,Won,475,833,8
8077,Lost,634,169,3
8078,Lost,583,119,2
8079,Lost,976,231,7
8080,Lost,484,117,1
8081,Lost,602,201,3
8082,Lost,575,127,2
8083,Won,-409,1717,8
8084,Lost,502,99,1
8085,Lost,751,153,4
8086,Won,-2233,3541,8
8087,Won,313,995,8
8088,Lost,377,123,0
8089,Lost,466,135,1
8090,Won,1087,221,8
8091,Lost,644,159,3
8092,Lost,480,121,1
8093,Lost,543,159,2
8094,Won,-605,1913,8
8095,Won,333,975,8
8096,Lost,486,115,1
8097,Lost,571,131,2
8098,Lost,478,123,1
8099,Won,501,807,8
8100,Lost,494,107,1
8101,Lost,575,127,2
8102,Lost,492,109,1
8103,Won,999,309,8
8104,Won,479,829,8
8105,Won,605,703,8
8106,Won,-191,1499,8
8107,Lost,405,95,0
8108,Lost,607,95,2
8109,Lost,413,87,0
8110,Lost,509,193,2
8111,Lost,488,113,1
8112,Lost,597,105,2
8113,Lost,512,89,1
8114,Won,1039,269,8
8115,Won,1059,249,8
8116,Lost,691,213,4
8117,Won,1091,217,8
8118,Won,1067,241,8
8119,Won,721,587,8
8120,Won,751,557,8
8121,Lost,630,173,3
8122,Lost,715,189,4
8123,Lost,470,131,1
8124,Won,649,659,8
8125,Won,659,649,8
8126,Won,855,453,8
8127,Lost,723,181,4
8128,Won,1053,255,8
8129,Won,493,815,8
8130,Won,569,739,8
8131,Lost,486,115,1
8132,Won,491,817,8
8133,Won,1089,219,8
8134,Lost,583,119,2
8135,Lost,506,95,1
8136,Lost,525,177,2
8137,Won,1077,231,8
8138,Won,493,815,8
8139,Lost,494,107,1
8140,Lost,482,119,1
8141,Won,-137,1445,8
8142,Lost,498,103,1
8143,Won,1043,265,8
8144,Lost,-468,1675,7
8145,Won,767,541,8
8146,Won,1087,221,8
8147,Lost,462,139,1
8148,Won,407,901,8
8149,Won,291,1017,8
8150,Lost,513,189,2
8151,Won,1013,295,8
8152,Won,249,1059,8
8153,Lost,636,167,3
8154,Lost,749,155,4
8155,Lost,597,105,2
8156,Lost,381,119,0
8157,Won,427,881,8
8158,Lost,601,101,2
8159,Won,463,845,8
8160,Won,1003,305,8
8161,Won,787,521,8
8162,Lost,417,83,0
8163,Lost,476,125,1
8164,Lost,391,109,0
8165,Lost,419,81,0
8166,Won,-7,1315,8
8167,Won,793,515,8
8168,Lost,579,123,2
8169,Won,-201,1509,8
8170,Lost,585,117,2
8171,Won,803,505,8
8172,Lost,591,111,2
8173,Won,1063,245,8
8174,Lost,490,111,1
8175,Lost,415,85,0
8176,Lost,521,181,2
8177,Won,675,633,8
8178,Won,701,607,8
8179,Won,1061,247,8
8180,Lost,148,1059,7
8181,Won,-657,1965,8
8182,Lost,567,135,2
8183,Lost,569,133,2
8184,Won,1011,297,8
8185,Won,95,1213,8
8186,Won,1075,233,8
8187,Lost,559,143,2
8188,Lost,474,127,1
8189,Won,1047,261,8
8190,Lost,407,93,0
8191,Won,917,391,8
8192,Lost,504,97,1
8193,Lost,555,147,2
8194,Won,709,599,8
8195,Lost,504,97,1
8196,Won,1073,235,8
8197,Lost,492,109,1
8198,Lost,658,145,3
8199,Lost,492,109,1
8200,Won,851,457,8
8201,Lost,464,137,1
8202,Lost,423,77,0
8203,Won,393,915,8
8204,Won,347,961,8
8205,Won,395,913,8
8206,Lost,557,145,2
8207,Lost,522,79,1
8208,Won,819,489,8
8209,Lost,492,109,1
8210,Won,1041,267,8
8211,Lost,490,111,1
8212,Won,733,575,8
8213,Won,623,685,8
8214,Won,1087,221,8
8215,Lost,836,371,7
8216,Lost,514,87,1
8217,Lost,545,157,2
8218,Lost,555,147,2
8219,Won,709,599,8
8220,Lost,747,157,4
8221,Lost,468,133,1
8222,Won,-1375,2683,8
8223,Lost,156,1051,7
8224,Lost,614,189,3
8225,Lost,539,163,2
8226,Won,997,311,8
8227,Lost,497,205,2
8228,Lost,450,151,1
8229,Won,621,687,8
8230,Won,1069,239,8
8231,Won,1087,221,8
8232,Won,653,655,8
8233,Won,45,1263,8
8234,Won,427,881,8
8235,Won,-725,2033,8
8236,Won,343,965,8
8237,Lost,543,159,2
8238,Won,839,469,8
8239,Lost,482,119,1
8240,Lost,711,193,4
8241,Lost,719,185,4
8242,Lost,419,81,0
8243,Lost,745,159,4
8244,Lost,573,129,2
8245,Won,587,721,8
8246,Lost,503,199,2
8247,Won,1,1307,8
8248,Lost,638,165,3
8249,Won,781,527,8
8250,Won,-1731,3039,8
8251,Won,1079,229,8
8252,Lost,448,153,1
8253,Won,757,551,8
8254,Won,651,657,8
8255,Won,131,1177,8
8256,Won,1071,237,8
8257,Won,1053,255,8
8258,Won,1055,253,8
8259,Won,1083,225,8
8260,Lost,553,149,2
8261,Won,377,931,8
8262,Won,-495,1803,8
8263,Lost,551,151,2
8264,Lost,417,83,0
8265,Won,339,969,8
8266,Won,1065,243,8
8267,Lost,480,121,1
8268,Won,973,335,8
8269,Won,1075,233,8
8270,Lost,482,119,1
8271,Won,-603,1911,8
8272,Lost,514,289,3
8273,Won,559,749,8
8274,Won,1063,245,8
8275,Lost,559,143,2
8276,Lost,602,201,3
8277,Won,869,439,8
8278,Won,969,339,8
8279,Won,1019,289,8
8280,Won,167,1141,8
8281,Lost,476,125,1
8282,Lost,741,163,4
8283,Won,1049,259,8
8284,Lost,579,123,2
8285,Won,1049,259,8
8286,Won,1093,215,8
8287,Lost,547,155,2
8288,Lost,512,89,1
8289,Lost,488,113,1
8290,Lost,557,145,2
8291,Lost,419,81,0
8292,Won,1105,203,8
8293,Lost,391,109,0
8294,Won,643,665,8
8295,Lost,397,103,0
8296,Lost,405,95,0
8297,Lost,664,139,3
8298,Won,1097,211,8
8299,Lost,508,93,1
8300,Lost,648,155,3
8301,Lost,444,157,1
8302,Lost,502,99,1
8303,Won,1005,303,8
8304,Lost,547,155,2
8305,Lost,500,101,1
8306,Lost,411,89,0
8307,Won,1089,219,8
8308,Lost,559,143,2
8309,Lost,545,157,2
8310,Lost,557,145,2
8311,Won,861,447,8
8312,Lost,509,193,2
8313,Won,979,329,8
8314,Lost,814,191,5
8315,Lost,490,111,1
8316,Lost,498,103,1
8317,Lost,407,93,0
8318,Won,1055,253,8
8319,Lost,480,121,1
8320,Lost,555,147,2
8321,Won,609,699,8
8322,Won,1065,243,8
8323,Lost,389,111,0
8324,Won,561,747,8
8325,Lost,583,119,2
8326,Lost,456,145,1
8327,Lost,411,89,0
8328,Lost,381,119,0
8329,Won,33,1275,8
8330,Lost,491,211,2
8331,Won,1087,221,8
8332,Won,1083,225,8
8333,Lost,579,123,2
8334,Lost,450,151,1
8335,Lost,565,137,2
8336,Lost,620,183,3
8337,Lost,460,141,1
8338,Won,419,889,8
8339,Won,1039,269,8
8340,Lost,584,219,3
8341,Lost,575,127,2
8342,Won,455,853,8
8343,Won,945,363,8
8344,Won,221,1087,8
8345,Won,1035,273,8
8346,Lost,848,359,7
8347,Lost,352,855,7
8348,Lost,555,147,2
8349,Won,1081,227,8
8350,Lost,458,143,1
8351,Won,549,759,8
8352,Lost,543,159,2
8353,Won,1013,295,8
8354,Lost,543,159,2
8355,Lost,604,199,3
8356,Lost,634,169,3
8357,Lost,494,107,1
8358,Won,551,757,8
8359,Lost,536,267,3
8360,Lost,591,111,2
8361,Lost,503,199,2
8362,Won,-301,1609,8
8363,Won,-143,1451,8
8364,Won,173,1135,8
8365,Won,877,431,8
8366,Lost,557,145,2
8367,Won,153,1155,8
8368,Lost,763,141,4
8369,Won,405,903,8
8370,Lost,640,163,3
8371,Won,521,787,8
8372,Lost,636,167,3
8373,Won,-141,1449,8
8374,Won,515,793,8
8375,Won,541,767,8
8376,Won,557,751,8
8377,Won,1037,271,8
8378,Lost,603,99,2
8379,Lost,407,93,0
8380,Lost,583,119,2
8381,Lost,581,121,2
8382,Won,1053,255,8
8383,Lost,492,109,1
8384,Won,1093,215,8
8385,Won,1007,301,8
8386,Won,995,313,8
8387,Lost,-110,1317,7
8388,Won,937,371,8
8389,Lost,456,145,1
8390,Lost,632,171,3
8391,Lost,480,121,1
8392,Lost,474,127,1
8393,Lost,534,67,1
8394,Won,305,1003,8
8395,Lost,589,113,2
8396,Won,1085,223,8
8397,Lost,520,81,1
8398,Won,-11,1319,8
8399,Won,855,453,8
8400,Lost,391,109,0
8401,Won,235,1073,8
8402,Won,643,665,8
8403,Won,-213,1521,8
8404,Lost,415,85,0
8405,Lost,488,113,1
8406,Lost,490,111,1
8407,Won,179,1129,8
8408,Lost,512,89,1
8409,Lost,662,141,3
8410,Won,661,647,8
8411,Won,1067,241,8
8412,Won,1087,221,8
8413,Lost,559,143,2
8414,Lost,563,139,2
8415,Won,1051,257,8
8416,Lost,684,119,3
8417,Won,1031,277,8
8418,Won,549,759,8
8419,Won,353,955,8
8420,Won,1045,263,8
8421,Won,21,1287,8
8422,Won,289,1019,8
8423,Lost,510,91,1
8424,Lost,470,131,1
8425,Won,883,425,8
8426,Won,1067,241,8
8427,Lost,417,83,0
8428,Lost,498,103,1
8429,Won,1085,223,8
8430,Lost,520,81,1
8431,Lost,407,93,0
8432,Won,1085,223,8
8433,Won,1021,287,8
8434,Lost,509,193,2
8435,Lost,492,109,1
8436,Won,1047,261,8
8437,Lost,427,73,0
8438,Won,1089,219,8
8439,Won,891,417,8
8440,Won,449,859,8
8441,Won,851,457,8
8442,Lost,466,135,1
8443,Lost,608,195,3
8444,Lost,399,101,0
8445,Won,947,361,8
8446,Won,961,347,8
8447,Lost,421,79,0
8448,Lost,377,123,0
8449,Lost,510,91,1
8450,Lost,482,119,1
8451,Lost,628,175,3
8452,Lost,490,111,1
8453,Lost,547,155,2
8454,Won,615,693,8
8455,Lost,571,131,2
8456,Won,463,845,8
8457,Lost,425,75,0
8458,Lost,932,275,7
8459,Lost,452,149,1
8460,Won,867,441,8
8461,Won,1051,257,8
8462,Won,469,839,8
8463,Won,855,453,8
8464,Won,921,387,8
8465,Won,955,353,8
8466,Won,-395,1703,8
8467,Lost,549,153,2
8468,Lost,490,111,1
8469,Won,49,1259,8
8470,Won,393,915,8
8471,Won,1053,255,8
8472,Lost,405,95,0
8473,Won,1065,243,8
8474,Won,-475,1783,8
8475,Lost,399,101,0
8476,Lost,719,185,4
8477,Won,1081,227,8
8478,Lost,502,99,1
8479,Lost,727,177,4
8480,Lost,389,111,0
8481,Won,605,703,8
8482,Lost,739,165,4
8483,Won,493,815,8
8484,Lost,604,199,3
8485,Lost,492,109,1
8486,Lost,711,193,4
8487,Lost,470,131,1
8488,Lost,561,141,2
8489,Won,1079,229,8
8490,Won,383,925,8
8491,Lost,494,107,1
8492,Won,397,911,8
8493,Won,557,751,8
8494,Lost,571,131,2
8495,Lost,587,115,2
8496,Won,455,853,8
8497,Lost,573,129,2
8498,Won,177,1131,8
8499,Won,229,1079,8
8500,Lost,523,179,2
8501,Lost,648,155,3
8502,Lost,427,73,0
8503,Lost,146,1061,7
8504,Lost,405,95,0
8505,Won,653,655,8
8506,Lost,638,165,3
8507,Lost,409,91,0
8508,Lost,709,195,4
8509,Won,1089,219,8
8510,Won,167,1141,8
8511,Lost,587,115,2
8512,Lost,423,77,0
8513,Won,1081,227,8
8514,Lost,735,169,4
8515,Lost,377,123,0
8516,Lost,440,161,1
8517,Lost,573,129,2
8518,Won,331,977,8
8519,Lost,561,141,2
8520,Lost,553,149,2
8521,Won,1065,243,8
8522,Lost,415,85,0
8523,Lost,423,77,0
8524,Lost,763,141,4
8525,Lost,417,83,0
8526,Won,1087,221,8
8527,Won,469,839,8
8528,Won,99,1209,8
8529,Won,661,647,8
8530,Lost,934,273,7
8531,Lost,567,135,2
8532,Won,1071,237,8
8533,Lost,478,123,1
8534,Lost,-140,1347,7
8535,Lost,656,147,3
8536,Lost,543,159,2
8537,Won,587,721,8
8538,Lost,401,99,0
8539,Lost,238,969,7
8540,Won,721,587,8
8541,Lost,741,163,4
8542,Won,545,763,8
8543,Won,1059,249,8
8544,Won,-39,1347,8
8545,Lost,500,101,1
8546,Lost,720,487,7
8547,Won,1059,249,8
8548,Won,87,1221,8
8549,Won,515,793,8
8550,Lost,391,109,0
8551,Lost,500,101,1
8552,Lost,745,159,4
