ID,Result,Score,Moves,Completed
8553,Lost,600,607,7
8554,Lost,470,131,1
8555,Lost,433,67,0
8556,Lost,595,107,2
8557,Won,779,529,8
8558,Won,1081,227,8
8559,Won,409,899,8
8560,Won,1011,297,8
8561,Won,769,539,8
8562,Lost,518,83,1
8563,Lost,654,149,3
8564,Won,1065,243,8
8565,Lost,379,121,0
8566,Lost,662,141,3
8567,Won,-345,1653,8
8568,Lost,409,91,0
8569,Won,817,491,8
8570,Won,143,1165,8
8571,Lost,518,83,1
8572,Won,847,461,8
8573,Won,421,887,8
8574,Lost,749,155,4
8575,Won,1103,205,8
8576,Won,-343,1651,8
8577,Lost,-520,1727,7
8578,Won,957,351,8
8579,Lost,506,95,1
8580,Lost,595,107,2
8581,Won,1065,243,8
8582,Won,309,999,8
8583,Won,1029,279,8
8584,Lost,606,197,3
8585,Won,275,1033,8
8586,Lost,581,121,2
8587,Won,269,1039,8
8588,Won,-109,1417,8
8589,Lost,454,147,1
8590,Won,1083,225,8
8591,Lost,632,575,7
8592,Won,59,1249,8
8593,Lost,485,419,4
8594,Lost,383,117,0
8595,Won,1097,211,8
8596,Won,1009,299,8
8597,Lost,603,99,2
8598,Lost,500,101,1
8599,Won,1023,285,8
8600,Lost,581,121,2
8601,Won,929,379,8
8602,Lost,484,117,1
8603,Lost,666,137,3
8604,Lost,524,77,1
8605,Won,1087,221,8
8606,Won,1061,247,8
8607,Won,657,651,8
8608,Won,-175,1483,8
8609,Won,857,451,8
8610,Lost,494,107,1
8611,Lost,650,153,3
8612,Lost,498,103,1
8613,Won,977,331,8
8614,Lost,494,107,1
8615,Won,183,1125,8
8616,Lost,610,193,3
8617,Lost,672,131,3
8618,Lost,454,147,1
8619,Won,393,915,8
8620,Won,523,785,8
8621,Won,937,371,8
8622,Won,1081,227,8
8623,Won,301,1007,8
8624,Lost,419,81,0
8625,Won,1029,279,8
8626,Lost,522,79,1
8627,Lost,583,119,2
8628,Lost,403,97,0
8629,Lost,264,943,7
8630,Lost,409,91,0
8631,Lost,581,121,2
8632,Lost,547,155,2
8633,Lost,553,149,2
8634,Won,-183,1491,8
8635,Lost,-506,1713,7
8636,Lost,972,235,7
8637,Won,-189,1497,8
8638,Won,225,1083,8
8639,Won,699,609,8
8640,Won,607,701,8
8641,Lost,555,147,2
8642,Lost,411,89,0
8643,Lost,737,167,4
8644,Won,1005,303,8
8645,Lost,715,189,4
8646,Won,927,381,8
8647,Won,659,649,8
8648,Lost,494,107,1
8649,Lost,555,147,2
8650,Lost,385,115,0
8651,Won,1089,219,8
8652,Won,667,641,8
8653,Won,1039,269,8
8654,Won,257,1051,8
8655,Won,725,583,8
8656,Lost,533,169,2
8657,Won,1001,307,8
8658,Lost,573,129,2
8659,Lost,480,121,1
8660,Won,79,1229,8
8661,Won,159,1149,8
8662,Lost,393,107,0
8663,Won,457,851,8
8664,Won,461,847,8
8665,Lost,515,187,2
8666,Won,927,381,8
8667,Lost,581,121,2
8668,Lost,502,99,1
8669,Won,675,633,8
8670,Won,1017,291,8
8671,Lost,401,99,0
8672,Won,21,1287,8
8673,Won,1091,217,8
8674,Won,427,881,8
8675,Lost,504,97,1
8676,Lost,488,113,1
8677,Won,505,803,8
8678,Lost,385,115,0
8679,Won,357,951,8
8680,Lost,751,153,4
8681,Lost,393,107,0
8682,Won,727,581,8
8683,Lost,654,149,3
8684,Lost,399,101,0
8685,Won,447,861,8
8686,Won,1057,251,8
8687,Lost,425,75,0
8688,Won,291,1017,8
8689,Lost,354,449,3
8690,Won,789,519,8
8691,Lost,518,83,1
8692,Lost,379,121,0
8693,Won,1083,225,8
8694,Won,1049,259,8
8695,Lost,374,833,7
8696,Won,803,505,8
8697,Lost,405,95,0
8698,Won,1077,231,8
8699,Won,739,569,8
8700,Won,1091,217,8
8701,Lost,510,91,1
8702,Won,1067,241,8
8703,Lost,652,151,3
8704,Lost,413,87,0
8705,Won,1081,227,8
8706,Won,591,717,8
8707,Won,1053,255,8
8708,Lost,421,79,0
8709,Won,167,1141,8
8710,Won,763,545,8
8711,Lost,413,87,0
8712,Lost,506,95,1
8713,Lost,551,151,2
8714,Lost,444,157,1
8715,Lost,555,147,2
8716,Lost,488,113,1
8717,Lost,417,83,0
8718,Lost,680,123,3
8719,Lost,567,135,2
8720,Lost,397,103,0
8721,Won,629,679,8
8722,Won,1063,245,8
8723,Lost,488,113,1
8724,Won,1073,235,8
8725,Lost,646,157,3
8726,Won,603,705,8
8727,Won,-53,1361,8
8728,Won,577,731,8
8729,Lost,525,177,2
8730,Lost,484,117,1
8731,Won,1029,279,8
8732,Won,1023,285,8
8733,Won,1071,237,8
8734,Lost,460,141,1
8735,Won,1019,289,8
8736,Lost,854,151,5
8737,Lost,555,147,2
8738,Won,513,795,8
8739,Lost,434,167,1
8740,Lost,500,101,1
8741,Lost,523,179,2
8742,Won,301,1007,8
8743,Lost,563,139,2
8744,Won,-665,1973,8
8745,Won,1067,241,8
8746,Lost,585,117,2
8747,Lost,652,151,3
8748,Won,-43,1351,8
8749,Lost,494,107,1
8750,Won,879,429,8
8751,Won,967,341,8
8752,Won,967,341,8
8753,Lost,507,195,2
8754,Lost,446,155,1
8755,Lost,606,197,3
8756,Lost,476,125,1
8757,Lost,484,117,1
8758,Lost,737,167,4
8759,Won,1013,295,8
8760,Won,547,761,8
8761,Lost,579,123,2
8762,Won,1037,271,8
8763,Won,721,587,8
8764,Lost,585,117,2
8765,Lost,563,139,2
8766,Lost,476,125,1
8767,Won,1085,223,8
8768,Won,499,809,8
8769,Won,765,543,8
8770,Lost,541,161,2
8771,Won,227,1081,8
8772,Won,1079,229,8
8773,Won,1059,249,8
8774,Lost,670,133,3
8775,Lost,502,99,1
8776,Won,1069,239,8
8777,Won,627,681,8
8778,Won,223,1085,8
8779,Lost,619,83,2
8780,Lost,551,151,2
8781,Lost,496,105,1
8782,Lost,794,211,5
8783,Won,-39,1347,8
8784,Won,679,629,8
8785,Won,-339,1647,8
8786,Lost,393,107,0
8787,Won,1051,257,8
8788,Lost,438,163,1
8789,Lost,472,129,1
8790,Lost,409,91,0
8791,Lost,824,181,5
8792,Lost,581,121,2
8793,Lost,488,113,1
8794,Won,407,901,8
8795,Lost,946,261,7
8796,Won,-1143,2451,8
8797,Lost,429,71,0
8798,Lost,411,89,0
8799,Won,597,711,8
8800,Won,1039,269,8
8801,Won,789,519,8
8802,Won,431,877,8
8803,Won,207,1101,8
8804,Lost,598,205,3
8805,Won,1073,235,8
8806,Won,1083,225,8
8807,Lost,589,113,2
8808,Won,153,1155,8
8809,Lost,616,187,3
8810,Won,-59,1367,8
8811,Won,979,329,8
8812,Lost,753,151,4
8813,Won,1027,281,8
8814,Won,977,331,8
8815,Lost,551,151,2
8816,Won,669,639,8
8817,Lost,401,99,0
8818,Won,655,653,8
8819,Won,1065,243,8
8820,Won,359,949,8
8821,Won,1039,269,8
8822,Lost,581,121,2
8823,Won,1081,227,8
8824,Lost,415,85,0
8825,Lost,476,125,1
8826,Lost,556,247,3
8827,Lost,636,167,3
8828,Lost,502,99,1
8829,Lost,496,105,1
8830,Lost,470,131,1
8831,Lost,559,143,2
8832,Lost,523,179,2
8833,Lost,496,105,1
8834,Lost,498,103,1
8835,Lost,715,189,4
8836,Lost,569,133,2
8837,Won,493,815,8
8838,Lost,409,91,0
8839,Won,635,673,8
8840,Won,621,687,8
8841,Lost,488,113,1
8842,Lost,569,133,2
8843,Lost,654,149,3
8844,Won,981,327,8
8845,Won,569,739,8
8846,Won,337,971,8
8847,Lost,441,59,0
8848,Lost,488,113,1
8849,Lost,812,193,5
8850,Lost,379,121,0
8851,Lost,387,113,0
8852,Won,1087,221,8
8853,Lost,585,117,2
8854,Won,1063,245,8
8855,Won,373,935,8
8856,Won,397,911,8
8857,Won,997,311,8
8858,Won,1049,259,8
8859,Won,1091,217,8
8860,Lost,573,129,2
8861,Won,127,1181,8
8862,Lost,460,141,1
8863,Lost,407,93,0
8864,Won,67,1241,8
8865,Won,719,589,8
8866,Lost,464,137,1
8867,Lost,403,97,0
8868,Won,1083,225,8
8869,Lost,502,99,1
8870,Won,1011,297,8
8871,Won,1065,243,8
8872,Won,609,699,8
8873,Won,273,1035,8
8874,Won,801,507,8
8875,Won,545,763,8
8876,Won,867,441,8
8877,Won,759,549,8
8878,Lost,518,689,7
8879,Won,469,839,8
8880,Won,-303,1611,8
8881,Lost,-148,1355,7
8882,Lost,488,113,1
8883,Lost,444,157,1
8884,Won,1067,241,8
8885,Won,897,411,8
8886,Lost,978,229,7
8887,Won,1025,283,8
8888,Lost,407,93,0
8889,Lost,397,103,0
8890,Won,119,1189,8
8891,Lost,-776,1983,7
8892,Won,883,425,8
8893,Lost,541,161,2
8894,Lost,731,173,4
8895,Lost,676,127,3
8896,Won,-629,1937,8
8897,Won,113,1195,8
8898,Lost,478,123,1
8899,Lost,582,221,3
8900,Lost,429,71,0
8901,Lost,411,89,0
8902,Won,1083,225,8
8903,Lost,648,155,3
8904,Won,1047,261,8
8905,Lost,693,211,4
8906,Lost,575,127,2
8907,Won,1027,281,8
8908,Lost,664,139,3
8909,Won,1085,223,8
8910,Won,1073,235,8
8911,Lost,427,73,0
8912,Lost,557,145,2
8913,Lost,521,181,2
8914,Won,-147,1455,8
8915,Won,-363,1671,8
8916,Lost,579,123,2
8917,Won,1027,281,8
8918,Lost,492,109,1
8919,Lost,674,129,3
8920,Lost,652,151,3
8921,Lost,557,145,2
8922,Lost,693,211,4
8923,Won,-1191,2499,8
8924,Won,13,1295,8
8925,Won,1017,291,8
8926,Won,-373,1681,8
8927,Won,797,511,8
8928,Won,-695,2003,8
8929,Lost,431,69,0
8930,Lost,500,101,1
8931,Lost,660,143,3
8932,Won,839,469,8
8933,Lost,642,161,3
8934,Lost,617,85,2
8935,Lost,514,87,1
8936,Lost,401,99,0
8937,Lost,417,83,0
8938,Lost,620,183,3
8939,Lost,547,155,2
8940,Won,1029,279,8
8941,Won,-335,1643,8
8942,Won,1051,257,8
8943,Lost,365,135,0
8944,Won,-469,1777,8
8945,Won,1059,249,8
8946,Won,87,1221,8
8947,Lost,610,193,3
8948,Lost,531,171,2
8949,Won,983,325,8
8950,Won,1045,263,8
8951,Lost,466,135,1
8952,Lost,218,989,7
8953,Won,1093,215,8
8954,Lost,654,149,3
8955,Lost,498,103,1
8956,Won,509,799,8
8957,Lost,500,101,1
8958,Won,1065,243,8
8959,Won,931,377,8
8960,Lost,460,141,1
8961,Lost,454,147,1
8962,Won,1071,237,8
8963,Lost,411,89,0
8964,Lost,493,209,2
8965,Won,809,499,8
8966,Won,929,379,8
8967,Lost,484,117,1
8968,Lost,684,119,3
8969,Won,505,803,8
8970,Lost,508,93,1
8971,Lost,749,155,4
8972,Lost,401,99,0
8973,Lost,401,99,0
8974,Won,1073,235,8
8975,Won,-19,1327,8
8976,Lost,156,1051,7
8977,Won,491,817,8
8978,Won,1075,233,8
8979,Lost,484,117,1
8980,Won,-671,1979,8
8981,Lost,492,109,1
8982,Lost,614,189,3
8983,Won,141,1167,8
8984,Lost,583,119,2
8985,Won,1023,285,8
8986,Lost,506,95,1
8987,Lost,399,101,0
8988,Lost,482,119,1
8989,Lost,443,57,0
8990,Lost,565,137,2
8991,Won,431,877,8
8992,Won,923,385,8
8993,Won,709,599,8
8994,Lost,662,141,3
8995,Lost,760,447,7
8996,Won,181,1127,8
8997,Lost,549,153,2
8998,Lost,502,99,1
8999,Lost,405,95,0
9000,Won,-145,1453,8
9001,Won,401,907,8
9002,Won,509,799,8
9003,Won,-721,2029,8
9004,Lost,616,187,3
9005,Lost,794,211,5
9006,Lost,470,131,1
9007,Lost,563,139,2
9008,Won,1069,239,8
9009,Won,-487,1795,8
9010,Lost,36,1171,7
9011,Lost,557,145,2
9012,Lost,417,83,0
9013,Won,-23,1331,8
9014,Won,1077,231,8
9015,Lost,470,131,1
9016,Lost,494,107,1
9017,Won,835,473,8
9018,Lost,405,95,0
9019,Lost,487,215,2
9020,Won,987,321,8
9021,Lost,751,153,4
9022,Won,955,353,8
9023,Won,959,349,8
9024,Won,-499,1807,8
9025,Lost,587,115,2
9026,Won,-3,1311,8
9027,Won,763,545,8
9028,Lost,573,129,2
9029,Won,1083,225,8
9030,Won,201,1107,8
9031,Lost,208,999,7
9032,Lost,236,971,7
9033,Lost,397,103,0
9034,Won,789,519,8
9035,Won,1063,245,8
9036,Lost,514,87,1
9037,Lost,395,105,0
9038,Lost,572,231,3
9039,Won,-49,1357,8
9040,Won,485,823,8
9041,Lost,411,89,0
9042,Won,-369,1677,8
9043,Lost,490,111,1
9044,Lost,347,153,0
9045,Won,-75,1383,8
9046,Lost,470,131,1
9047,Won,585,723,8
9048,Lost,395,105,0
9049,Won,947,361,8
9050,Won,979,329,8
9051,Lost,488,113,1
9052,Won,695,613,8
9053,Won,597,711,8
9054,Won,1071,237,8
9055,Lost,581,121,2
9056,Won,839,469,8
9057,Lost,466,135,1
9058,Won,1019,289,8
9059,Lost,502,99,1
9060,Lost,464,137,1
9061,Lost,494,107,1
9062,Won,587,721,8
9063,Lost,421,79,0
9064,Won,1069,239,8
9065,Won,1065,243,8
9066,Won,1063,245,8
9067,Won,905,403,8
9068,Lost,621,283,4
9069,Lost,427,73,0
9070,Lost,577,125,2
9071,Won,1061,247,8
9072,Lost,583,119,2
9073,Won,1067,241,8
9074,Lost,662,141,3
9075,Won,769,539,8
9076,Lost,468,133,1
9077,Lost,533,169,2
9078,Lost,397,103,0
9079,Won,781,527,8
9080,Lost,687,217,4
9081,Won,675,633,8
9082,Lost,506,95,1
9083,Lost,490,111,1
9084,Won,845,463,8
9085,Won,1037,271,8
9086,Lost,636,167,3
9087,Won,-169,1477,8
9088,Lost,543,159,2
9089,Won,651,657,8
9090,Lost,652,151,3
9091,Won,533,775,8
9092,Won,1069,239,8
9093,Won,587,721,8
9094,Won,1043,265,8
9095,Won,1095,213,8
9096,Won,943,365,8
9097,Won,361,947,8
9098,Won,433,875,8
9099,Lost,539,163,2
9100,Won,735,573,8
9101,Won,1083,225,8
9102,Won,759,549,8
9103,Lost,674,129,3
9104,Lost,698,105,3
9105,Lost,636,167,3
9106,Won,529,779,8
9107,Won,737,571,8
9108,Lost,470,131,1
9109,Won,59,1249,8
9110,Lost,571,131,2
9111,Won,1049,259,8
9112,Won,659,649,8
9113,Won,747,561,8
9114,Won,669,639,8
9115,Won,99,1209,8
9116,Lost,730,275,5
9117,Won,-647,1955,8
9118,Lost,482,119,1
9119,Won,939,369,8
9120,Lost,391,109,0
9121,Won,443,865,8
9122,Lost,741,163,4
9123,Lost,415,85,0
9124,Lost,594,209,3
9125,Lost,547,155,2
9126,Lost,581,121,2
9127,Lost,468,133,1
9128,Lost,549,153,2
9129,Won,1069,239,8
9130,Won,1051,257,8
9131,Won,823,485,8
9132,Lost,553,149,2
9133,Lost,641,263,4
9134,Lost,478,123,1
9135,Lost,502,99,1
9136,Won,399,909,8
9137,Lost,510,91,1
9138,Lost,613,89,2
9139,Won,567,741,8
9140,Lost,520,81,1
9141,Won,89,1219,8
9142,Lost,427,73,0
9143,Lost,490,111,1
9144,Lost,395,105,0
9145,Won,1079,229,8
9146,Lost,654,149,3
9147,Lost,-642,1849,7
9148,Lost,579,123,2
9149,Lost,478,123,1
9150,Lost,375,125,0
9151,Won,1085,223,8
9152,Lost,602,201,3
9153,Won,1085,223,8
9154,Won,1063,245,8
9155,Won,565,743,8
9156,Lost,391,109,0
9157,Lost,715,189,4
9158,Lost,571,131,2
9159,Lost,555,147,2
9160,Lost,508,93,1
9161,Lost,547,155,2
9162,Lost,600,203,3
9163,Won,1057,251,8
9164,Won,35,1273,8
9165,Lost,571,131,2
9166,Won,723,585,8
9167,Lost,401,99,0
9168,Lost,577,125,2
9169,Lost,699,205,4
9170,Won,1069,239,8
9171,Lost,379,121,0
9172,Won,1037,271,8
9173,Won,1027,281,8
9174,Won,599,709,8
9175,Won,-45,1353,8
9176,Lost,504,97,1
9177,Lost,506,95,1
9178,Lost,652,151,3
9179,Lost,413,87,0
9180,Lost,577,125,2
9181,Won,521,787,8
9182,Won,299,1009,8
9183,Won,997,311,8
9184,Lost,557,145,2
9185,Won,1053,255,8
9186,Lost,565,137,2
9187,Lost,596,207,3
9188,Won,-553,1861,8
9189,Lost,391,109,0
9190,Won,689,619,8
9191,Lost,620,183,3
9192,Won,-63,1371,8
9193,Lost,567,135,2
9194,Lost,423,77,0
9195,Lost,566,237,3
9196,Lost,557,145,2
9197,Won,193,1115,8
9198,Won,549,759,8
9199,Won,1049,259,8
9200,Lost,510,91,1
9201,Won,405,903,8
9202,Won,721,587,8
9203,Won,1077,231,8
9204,Won,-925,2233,8
9205,Lost,757,147,4
9206,Won,407,901,8
9207,Won,579,729,8
9208,Won,1071,237,8
9209,Won,1055,253,8
9210,Won,709,599,8
9211,Lost,502,99,1
9212,Won,1021,287,8
9213,Lost,494,107,1
9214,Lost,470,131,1
9215,Lost,492,109,1
9216,Lost,648,155,3
9217,Won,-349,1657,8
9218,Won,1087,221,8
9219,Lost,589,113,2
9220,Lost,636,167,3
9221,Won,691,617,8
9222,Lost,638,165,3
9223,Lost,498,103,1
9224,Lost,626,177,3
9225,Lost,444,157,1
9226,Lost,498,103,1
9227,Won,671,637,8
9228,Won,-31,1339,8
9229,Won,899,409,8
9230,Lost,490,111,1
9231,Won,-189,1497,8
9232,Won,1041,267,8
9233,Won,1077,231,8
9234,Won,621,687,8
9235,Won,1073,235,8
9236,Won,1015,293,8
9237,Lost,646,157,3
9238,Lost,500,101,1
9239,Lost,375,125,0
9240,Lost,940,267,7
9241,Won,335,973,8
9242,Won,659,649,8
9243,Lost,468,133,1
9244,Lost,595,107,2
9245,Won,-231,1539,8
9246,Lost,415,85,0
9247,Won,-281,1589,8
9248,Lost,423,77,0
9249,Won,-141,1449,8
9250,Won,1073,235,8
9251,Won,159,1149,8
9252,Won,807,501,8
9253,Lost,646,157,3
9254,Won,-51,1359,8
9255,Won,641,667,8
9256,Won,1023,285,8
9257,Won,1015,293,8
9258,Won,311,997,8
9259,Won,143,1165,8
9260,Lost,401,705,6
9261,Won,967,341,8
9262,Won,-149,1457,8
9263,Won,1001,307,8
9264,Won,683,625,8
9265,Won,307,1001,8
9266,Won,-313,1621,8
9267,Won,931,377,8
9268,Lost,676,127,3
9269,Lost,591,111,2
9270,Won,1053,255,8
9271,Won,39,1269,8
9272,Lost,415,85,0
9273,Won,919,389,8
9274,Lost,411,89,0
9275,Lost,488,113,1
9276,Lost,571,131,2
9277,Won,899,409,8
9278,Won,959,349,8
9279,Lost,401,99,0
9280,Won,797,511,8
9281,Won,911,397,8
9282,Won,499,809,8
9283,Lost,684,119,3
9284,Won,991,317,8
9285,Lost,553,149,2
9286,Lost,516,85,1
9287,Won,919,389,8
9288,Won,611,697,8
9289,Won,667,641,8
9290,Won,545,763,8
9291,Lost,393,107,0
9292,Won,867,441,8
9293,Won,521,787,8
9294,Won,1067,241,8
9295,Won,17,1291,8
9296,Won,-187,1495,8
9297,Lost,433,67,0
9298,Lost,504,97,1
9299,Lost,502,99,1
9300,Won,819,489,8
9301,Won,99,1209,8
9302,Won,1081,227,8
9303,Lost,640,163,3
9304,Lost,526,681,7
9305,Lost,551,151,2
9306,Lost,591,111,2
9307,Lost,610,193,3
9308,Lost,395,105,0
9309,Lost,429,71,0
9310,Lost,529,173,2
9311,Won,877,431,8
9312,Lost,500,101,1
9313,Lost,533,169,2
9314,Lost,567,135,2
9315,Lost,383,117,0
9316,Lost,498,103,1
9317,Lost,480,121,1
9318,Lost,693,211,4
9319,Lost,575,127,2
9320,Lost,446,357,3
9321,Lost,642,161,3
9322,Lost,472,129,1
9323,Lost,464,137,1
9324,Lost,638,165,3
9325,Lost,559,143,2
9326,Lost,733,171,4
9327,Lost,389,111,0
9328,Won,619,689,8
9329,Won,779,529,8
9330,Lost,567,135,2
9331,Lost,128,1079,7
9332,Lost,670,133,3
9333,Won,273,1035,8
9334,Won,1069,239,8
9335,Won,1037,271,8
9336,Lost,440,161,1
9337,Lost,625,279,4
9338,Lost,530,71,1
9339,Won,991,317,8
9340,Won,657,651,8
9341,Won,931,377,8
9342,Won,1071,237,8
9343,Won,223,1085,8
9344,Won,1055,253,8
9345,Lost,432,169,1
9346,Won,1049,259,8
9347,Won,1053,255,8
9348,Lost,486,115,1
9349,Won,-709,2017,8
9350,Won,597,711,8
9351,Lost,573,129,2
9352,Lost,591,111,2
9353,Lost,502,99,1
9354,Won,27,1281,8
9355,Lost,557,145,2
9356,Won,317,991,8
9357,Won,165,1143,8
9358,Lost,498,103,1
9359,Lost,505,197,2
9360,Lost,630,173,3
9361,Lost,409,91,0
9362,Lost,423,77,0
9363,Won,955,353,8
9364,Lost,731,173,4
9365,Won,627,681,8
9366,Won,827,481,8
9367,Lost,1004,203,7
9368,Lost,595,107,2
9369,Won,1013,295,8
9370,Lost,413,87,0
9371,Won,927,381,8
9372,Lost,642,161,3
9373,Won,755,553,8
9374,Lost,654,149,3
9375,Lost,573,129,2
9376,Won,1045,263,8
9377,Won,1035,273,8
9378,Lost,753,151,4
9379,Won,1023,285,8
9380,Won,267,1041,8
9381,Won,959,349,8
9382,Won,445,863,8
9383,Lost,636,167,3
9384,Won,1043,265,8
9385,Lost,474,127,1
9386,Won,943,365,8
9387,Lost,575,127,2
9388,Won,1073,235,8
9389,Lost,482,119,1
9390,Won,921,387,8
9391,Lost,966,241,7
9392,Won,327,981,8
9393,Lost,501,201,2
9394,Lost,377,123,0
9395,Won,61,1247,8
9396,Won,55,1253,8
9397,Won,1075,233,8
9398,Won,1069,239,8
9399,Won,1067,241,8
9400,Lost,731,173,4
9401,Won,917,391,8
9402,Lost,569,133,2
9403,Lost,646,157,3
9404,Lost,482,119,1
9405,Lost,638,165,3
9406,Won,743,565,8
9407,Lost,411,89,0
9408,Lost,567,135,2
9409,Lost,751,153,4
9410,Lost,587,115,2
9411,Won,377,931,8
9412,Won,491,817,8
9413,Lost,557,145,2
9414,Lost,586,217,3
9415,Won,1045,263,8
9416,Lost,415,85,0
9417,Lost,444,157,1
9418,Won,1039,269,8
9419,Won,1041,267,8
9420,Lost,680,123,3
9421,Won,73,1235,8
9422,Won,317,991,8
9423,Won,351,957,8
9424,Lost,719,185,4
9425,Won,1085,223,8
9426,Lost,515,187,2
9427,Won,987,321,8
9428,Lost,482,119,1
9429,Won,1067,241,8
9430,Lost,555,147,2
9431,Lost,725,179,4
9432,Won,951,357,8
9433,Lost,765,139,4
9434,Won,1055,253,8
9435,Lost,425,75,0
9436,Won,-999,2307,8
9437,Won,991,317,8
9438,Lost,496,105,1
9439,Lost,676,127,3
9440,Won,169,1139,8
9441,Lost,563,139,2
9442,Lost,415,85,0
9443,Won,1043,265,8
9444,Lost,533,169,2
9445,Lost,415,85,0
9446,Won,1049,259,8
9447,Lost,514,87,1
9448,Won,871,437,8
9449,Lost,515,187,2
9450,Lost,533,169,2
9451,Lost,627,277,4
9452,Lost,480,121,1
9453,Won,35,1273,8
9454,Lost,552,251,3
9455,Won,1079,229,8
9456,Won,1053,255,8
9457,Lost,446,155,1
9458,Lost,616,187,3
9459,Won,1073,235,8
9460,Lost,571,131,2
9461,Won,1039,269,8
9462,Won,463,845,8
9463,Lost,506,95,1
9464,Won,1081,227,8
9465,Lost,504,97,1
9466,Lost,561,141,2
9467,Lost,501,201,2
9468,Lost,373,127,0
9469,Won,567,741,8
9470,Lost,464,137,1
9471,Lost,670,133,3
9472,Won,217,1091,8
9473,Lost,581,121,2
9474,Lost,508,93,1
9475,Won,-213,1521,8
9476,Lost,561,141,2
9477,Lost,614,189,3
9478,Lost,543,159,2
9479,Won,693,615,8
9480,Lost,729,175,4
9481,Won,877,431,8
9482,Won,979,329,8
9483,Lost,419,81,0
9484,Won,443,865,8
9485,Won,1089,219,8
9486,Lost,379,121,0
9487,Lost,603,99,2
9488,Lost,591,111,2
9489,Lost,363,137,0
9490,Lost,416,185,1
9491,Won,333,975,8
9492,Lost,508,93,1
9493,Lost,504,97,1
9494,Won,661,647,8
9495,Lost,644,159,3
9496,Won,-183,1491,8
9497,Lost,591,111,2
9498,Won,1067,241,8
9499,Lost,391,109,0
9500,Won,-725,2033,8
9501,Won,977,331,8
9502,Lost,480,121,1
9503,Lost,381,119,0
9504,Won,581,727,8
9505,Won,1033,275,8
9506,Lost,474,127,1
9507,Won,1001,307,8
9508,Won,495,813,8
9509,Won,871,437,8
9510,Lost,494,107,1
9511,Lost,462,139,1
9512,Lost,573,129,2
9513,Lost,474,127,1
9514,Lost,539,163,2
9515,Lost,498,103,1
9516,Won,143,1165,8
9517,Lost,403,97,0
9518,Lost,567,135,2
9519,Lost,773,131,4
9520,Won,-131,1439,8
9521,Won,927,381,8
9522,Won,355,953,8
9523,Won,151,1157,8
9524,Won,303,1005,8
9525,Won,1029,279,8
9526,Won,1079,229,8
9527,Won,393,915,8
9528,Won,1081,227,8
9529,Lost,464,137,1
9530,Lost,587,115,2
9531,Won,745,563,8
9532,Won,981,327,8
9533,Lost,478,123,1
9534,Won,499,809,8
9535,Lost,603,99,2
9536,Lost,510,91,1
9537,Won,17,1291,8
9538,Lost,644,159,3
9539,Lost,603,99,2
9540,Lost,585,117,2
9541,Won,489,819,8
9542,Lost,417,83,0
9543,Won,919,389,8
9544,Lost,486,115,1
9545,Lost,642,161,3
9546,Won,523,785,8
9547,Won,575,733,8
9548,Lost,407,93,0
9549,Lost,609,93,2
9550,Lost,498,103,1
9551,Won,-151,1459,8
9552,Lost,593,109,2
9553,Lost,411,89,0
9554,Lost,403,97,0
9555,Lost,421,79,0
9556,Lost,666,137,3
9557,Won,373,935,8
9558,Won,1069,239,8
9559,Won,823,485,8
9560,Won,1075,233,8
9561,Won,861,447,8
9562,Lost,640,163,3
9563,Lost,397,103,0
9564,Lost,559,143,2
9565,Lost,488,113,1
9566,Won,911,397,8
9567,Lost,601,101,2
9568,Lost,446,155,1
9569,Lost,409,91,0
9570,Lost,571,131,2
9571,Lost,670,133,3
9572,Lost,397,103,0
9573,Won,1081,227,8
9574,Lost,506,95,1
9575,Won,1013,295,8
9576,Lost,571,131,2
9577,Lost,437,63,0
9578,Lost,488,113,1
9579,Won,371,937,8
9580,Lost,583,119,2
9581,Won,955,353,8
9582,Won,719,589,8
9583,Lost,654,149,3
9584,Lost,567,135,2
9585,Lost,387,113,0
9586,Lost,478,123,1
9587,Won,-411,1719,8
9588,Won,1027,281,8
9589,Lost,510,91,1
9590,Lost,405,95,0
9591,Won,-179,1487,8
9592,Won,1029,279,8
9593,Lost,646,157,3
9594,Lost,502,99,1
9595,Won,663,645,8
9596,Won,1023,285,8
9597,Won,661,647,8
9598,Won,47,1261,8
9599,Won,1087,221,8
9600,Won,799,509,8
9601,Lost,474,127,1
9602,Won,1097,211,8
9603,Won,625,683,8
9604,Lost,389,111,0
9605,Lost,569,133,2
9606,Won,829,479,8
9607,Won,1085,223,8
9608,Lost,498,103,1
9609,Won,15,1293,8
9610,Lost,583,119,2
9611,Lost,563,341,4
9612,Won,929,379,8
9613,Won,-365,1673,8
9614,Won,689,619,8
9615,Lost,567,135,2
9616,Lost,395,105,0
9617,Lost,555,147,2
9618,Lost,-710,1917,7
9619,Lost,379,121,0
9620,Won,903,405,8
9621,Won,1019,289,8
9622,Won,875,433,8
9623,Won,1017,291,8
9624,Won,1077,231,8
9625,Won,1067,241,8
9626,Lost,498,103,1
9627,Lost,470,131,1
9628,Lost,397,103,0
9629,Won,701,607,8
9630,Lost,587,115,2
9631,Won,1023,285,8
9632,Won,827,481,8
9633,Lost,496,105,1
9634,Lost,631,273,4
9635,Won,-1463,2771,8
9636,Lost,427,73,0
9637,Lost,518,83,1
9638,Lost,638,165,3
9639,Lost,474,127,1
